Line	MM/DD/YY hh:mm:ss.ms.us	DTE(hex)	DCE(hex)
1966	02/27/18 16:21:41.874.619		5c 98 04 ff 03 01 07 02 
1967	02/27/18 16:21:41.875.311		00 00 00 01 04 02 02 00 
1968	02/27/18 16:21:41.876.004		00 00 00 00 00 00 00 00 
1969	02/27/18 16:21:41.876.696		00 00 00 00 00 00 00 00 
1970	02/27/18 16:21:41.877.388		63 63 63 63 e1 16 
1971	02/27/18 16:21:42.015.800	02 02 00 08 02 	
1972	02/27/18 16:21:42.033.338		02 02 2e cd ae 00 04 f8 
1973	02/27/18 16:21:42.034.031		69 04 00 58 58 01 0a 
1974	02/27/18 16:21:42.034.636		5c 98 04 ff 03 01 07 02 
1975	02/27/18 16:21:42.035.329		00 00 00 01 04 03 02 00 
1976	02/27/18 16:21:42.036.021		00 00 00 00 00 00 00 00 
1977	02/27/18 16:21:42.036.713		00 00 00 00 00 00 00 00 
1978	02/27/18 16:21:42.037.405		63 63 63 63 ff 81 
1979	02/27/18 16:21:42.172.061	02 02 00 08 02 	
1980	02/27/18 16:21:42.183.329		02 02 2e cd ae 00 04 f8 
1981	02/27/18 16:21:42.184.021		ff 04 00 58 58 01 0a 
1982	02/27/18 16:21:42.184.627		5c 98 04 ff 03 01 07 02 
1983	02/27/18 16:21:42.185.319		01 00 00 01 04 03 02 00 
1984	02/27/18 16:21:42.186.012		00 00 00 00 00 00 00 00 
1985	02/27/18 16:21:42.186.704		00 00 00 00 00 00 00 00 
1986	02/27/18 16:21:42.187.397		63 63 63 63 5f 98 
1987	02/27/18 16:21:42.266.008	02 0e 00 4d 6f 	
1988	02/27/18 16:21:42.283.669		02 0e f6 c2 b6 01 05 03 
1989	02/27/18 16:21:42.284.361		64 18 00 01 00 01 00 01 
1990	02/27/18 16:21:42.285.054		00 01 00 01 00 01 00 01 
1991	02/27/18 16:21:42.285.746		00 01 00 01 00 01 00 01 
1992	02/27/18 16:21:42.286.439		00 01 00 01 00 01 00 01 
1993	02/27/18 16:21:42.287.131		00 01 00 01 00 01 00 01 
1994	02/27/18 16:21:42.287.823		00 01 00 01 00 01 00 01 
1995	02/27/18 16:21:42.288.515		00 01 00 01 00 01 00 01 
1996	02/27/18 16:21:42.289.208		00 01 00 01 00 01 00 01 
1997	02/27/18 16:21:42.289.900		00 01 00 01 00 01 00 01 
1998	02/27/18 16:21:42.290.592		00 01 00 01 00 01 00 01 
1999	02/27/18 16:21:42.291.284		00 01 00 01 00 01 00 01 
2000	02/27/18 16:21:42.291.977		00 01 00 01 00 01 00 01 
2001	02/27/18 16:21:42.292.669		00 01 00 01 00 01 00 01 
2002	02/27/18 16:21:42.293.361		00 01 00 01 00 01 00 01 
2003	02/27/18 16:21:42.294.054		00 01 00 01 00 01 00 01 
2004	02/27/18 16:21:42.294.746		00 01 00 01 00 01 00 01 
2005	02/27/18 16:21:42.295.439		00 01 00 01 00 01 00 01 
2006	02/27/18 16:21:42.296.131		00 01 00 01 00 01 00 01 
2007	02/27/18 16:21:42.296.823		00 01 00 01 00 01 00 01 
2008	02/27/18 16:21:42.297.516		00 01 00 01 00 01 00 01 
2009	02/27/18 16:21:42.298.208		00 01 00 01 00 01 00 01 
2010	02/27/18 16:21:42.298.900		00 01 00 01 00 01 00 01 
2011	02/27/18 16:21:42.299.592		00 01 00 01 00 01 00 01 
2012	02/27/18 16:21:42.300.285		00 01 00 01 00 01 00 01 
2013	02/27/18 16:21:42.300.977		00 01 00 01 00 01 00 01 
2014	02/27/18 16:21:42.301.669		00 01 00 01 00 01 00 01 
2015	02/27/18 16:21:42.302.361		00 01 00 01 00 01 00 01 
2016	02/27/18 16:21:42.303.054		00 01 00 01 00 01 00 01 
2017	02/27/18 16:21:42.303.746		00 01 00 01 00 01 00 01 
2018	02/27/18 16:21:42.304.439		00 01 00 01 00 01 00 01 
2019	02/27/18 16:21:42.305.131		00 01 00 83 cb 
2020	02/27/18 16:21:42.453.279	02 02 00 08 02 	
2021	02/27/18 16:21:42.473.337		02 02 2e cd ae 00 04 fa 
2022	02/27/18 16:21:42.474.029		21 04 00 58 58 01 0a 
2023	02/27/18 16:21:42.474.635		5c 98 04 ff 03 01 07 02 
2024	02/27/18 16:21:42.475.327		00 00 00 01 04 03 02 00 
2025	02/27/18 16:21:42.476.020		00 00 00 00 00 00 00 00 
2026	02/27/18 16:21:42.476.712		00 00 00 00 00 00 00 00 
2027	02/27/18 16:21:42.477.404		63 63 63 63 05 91 
2028	02/27/18 16:21:42.609.523	02 02 00 08 02 	
2029	02/27/18 16:21:42.623.341		02 02 2e cd ae 00 04 fa 
2030	02/27/18 16:21:42.624.033		b7 04 00 58 58 01 0a 
2031	02/27/18 16:21:42.624.639		5c 98 04 ff 03 01 07 02 
2032	02/27/18 16:21:42.625.332		00 00 00 01 04 03 02 00 
2033	02/27/18 16:21:42.626.024		00 00 00 00 00 00 00 00 
2034	02/27/18 16:21:42.626.716		00 00 00 00 00 00 00 00 
2035	02/27/18 16:21:42.627.408		63 63 63 63 81 1c 
2036	02/27/18 16:21:42.765.810	02 02 00 08 02 	
2037	02/27/18 16:21:42.783.346		02 02 2e cd ae 00 04 fb 
2038	02/27/18 16:21:42.784.038		57 04 00 58 58 01 0a 
2039	02/27/18 16:21:42.784.644		5c 98 04 ff 03 01 07 02 
2040	02/27/18 16:21:42.785.336		01 00 00 01 04 04 02 00 
2041	02/27/18 16:21:42.786.028		00 00 00 00 00 00 00 00 
2042	02/27/18 16:21:42.786.721		00 00 00 00 00 00 00 00 
2043	02/27/18 16:21:42.787.413		63 63 63 63 7b 94 
2044	02/27/18 16:21:42.859.748	02 0e 00 4d 6f 	
2045	02/27/18 16:21:42.873.685		02 0e f6 c2 b6 01 05 04 
2046	02/27/18 16:21:42.874.377		64 18 00 01 00 01 00 01 
2047	02/27/18 16:21:42.875.070		00 01 00 01 00 01 00 01 
2048	02/27/18 16:21:42.875.762		00 01 00 01 00 01 00 01 
2049	02/27/18 16:21:42.876.455		00 01 00 01 00 01 00 01 
2050	02/27/18 16:21:42.877.147		00 01 00 01 00 01 00 01 
2051	02/27/18 16:21:42.877.839		00 01 00 01 00 01 00 01 
2052	02/27/18 16:21:42.878.532		00 01 00 01 00 01 00 01 
2053	02/27/18 16:21:42.879.224		00 01 00 01 00 01 00 01 
2054	02/27/18 16:21:42.879.916		00 01 00 01 00 01 00 01 
2055	02/27/18 16:21:42.880.608		00 01 00 01 00 01 00 01 
2056	02/27/18 16:21:42.881.301		00 01 00 01 00 01 00 01 
2057	02/27/18 16:21:42.881.993		00 01 00 01 00 01 00 01 
2058	02/27/18 16:21:42.882.685		00 01 00 01 00 01 00 01 
2059	02/27/18 16:21:42.883.377		00 01 00 01 00 01 00 01 
2060	02/27/18 16:21:42.884.070		00 01 00 01 00 01 00 01 
2061	02/27/18 16:21:42.884.762		00 01 00 01 00 01 00 01 
2062	02/27/18 16:21:42.885.455		00 01 00 01 00 01 00 01 
2063	02/27/18 16:21:42.886.147		00 01 00 01 00 01 00 01 
2064	02/27/18 16:21:42.886.839		00 01 00 01 00 01 00 01 
2065	02/27/18 16:21:42.887.532		00 01 00 01 00 01 00 01 
2066	02/27/18 16:21:42.888.224		00 01 00 01 00 01 00 01 
2067	02/27/18 16:21:42.888.916		00 01 00 01 00 01 00 01 
2068	02/27/18 16:21:42.889.609		00 01 00 01 00 01 00 01 
2069	02/27/18 16:21:42.890.301		00 01 00 01 00 01 00 01 
2070	02/27/18 16:21:42.890.993		00 01 00 01 00 01 00 01 
2071	02/27/18 16:21:42.891.685		00 01 00 01 00 01 00 01 
2072	02/27/18 16:21:42.892.378		00 01 00 01 00 01 00 01 
2073	02/27/18 16:21:42.893.070		00 01 00 01 00 01 00 01 
2074	02/27/18 16:21:42.893.762		00 01 00 01 00 01 00 01 
2075	02/27/18 16:21:42.894.455		00 01 00 01 00 01 00 01 
2076	02/27/18 16:21:42.895.147		00 01 00 78 49 
2077	02/27/18 16:21:43.047.028	02 02 00 08 02 	
2078	02/27/18 16:21:43.063.353		02 02 2e cd ae 00 04 fc 
2079	02/27/18 16:21:43.064.045		6f 04 00 58 58 01 0a 
2080	02/27/18 16:21:43.064.651		5c 98 04 ff 03 01 07 02 
2081	02/27/18 16:21:43.065.343		00 00 00 01 04 04 02 00 
2082	02/27/18 16:21:43.066.036		00 00 00 00 00 00 00 00 
2083	02/27/18 16:21:43.066.728		00 00 00 00 00 00 00 00 
2084	02/27/18 16:21:43.067.420		63 63 63 63 b4 1d 
2085	02/27/18 16:21:43.203.289	02 02 00 08 02 	
2086	02/27/18 16:21:43.223.357		02 02 2e cd ae 00 04 fd 
2087	02/27/18 16:21:43.224.050		0f 04 00 58 58 01 0a 
2088	02/27/18 16:21:43.224.655		5c 98 04 ff 03 01 07 02 
2089	02/27/18 16:21:43.225.348		00 00 00 01 04 04 02 00 
2090	02/27/18 16:21:43.226.040		00 00 00 00 00 00 00 00 
2091	02/27/18 16:21:43.226.732		00 00 00 00 00 00 00 00 
2092	02/27/18 16:21:43.227.425		63 63 63 63 62 e7 
2093	02/27/18 16:21:43.359.568	02 02 00 08 02 	
2094	02/27/18 16:21:43.373.375		02 02 2e cd ae 00 04 fd 
2095	02/27/18 16:21:43.374.067		a5 04 00 58 58 01 0a 
2096	02/27/18 16:21:43.374.673		5c 98 04 ff 03 01 07 02 
2097	02/27/18 16:21:43.375.365		00 00 00 01 04 05 02 00 
2098	02/27/18 16:21:43.376.058		00 00 00 00 00 00 00 00 
2099	02/27/18 16:21:43.376.750		00 00 00 00 00 00 00 00 
2100	02/27/18 16:21:43.377.442		63 63 63 63 15 d0 
2101	02/27/18 16:21:43.515.803	02 02 00 08 02 	
2102	02/27/18 16:21:43.533.366		02 02 2e cd ae 00 04 fe 
2103	02/27/18 16:21:43.534.058		45 04 00 58 58 01 0a 
2104	02/27/18 16:21:43.534.664		5c 98 04 ff 00 00 05 02 
2105	02/27/18 16:21:43.535.357		01 00 00 01 04 05 02 00 
2106	02/27/18 16:21:43.536.049		00 00 00 00 00 00 00 00 
2107	02/27/18 16:21:43.536.741		00 00 00 00 00 00 00 00 
2108	02/27/18 16:21:43.537.433		63 63 63 63 3c 4d 
2109	02/27/18 16:21:43.609.733	02 0e 00 4d 6f 	
2110	02/27/18 16:21:43.623.705		02 0e f6 c2 b6 01 05 05 
2111	02/27/18 16:21:43.624.398		64 18 00 01 00 01 00 01 
2112	02/27/18 16:21:43.625.090		00 01 00 01 00 01 00 01 
2113	02/27/18 16:21:43.625.783		00 01 00 01 00 01 00 01 
2114	02/27/18 16:21:43.626.475		00 01 00 01 00 01 00 01 
2115	02/27/18 16:21:43.627.167		00 01 00 01 00 01 00 01 
2116	02/27/18 16:21:43.627.860		00 01 00 01 00 01 00 01 
2117	02/27/18 16:21:43.628.552		00 01 00 01 00 01 00 01 
2118	02/27/18 16:21:43.629.244		00 01 00 01 00 01 00 01 
2119	02/27/18 16:21:43.629.937		00 01 00 01 00 01 00 01 
2120	02/27/18 16:21:43.630.629		00 01 00 01 00 01 00 01 
2121	02/27/18 16:21:43.631.321		00 01 00 01 00 01 00 01 
2122	02/27/18 16:21:43.632.013		00 01 00 01 00 01 00 01 
2123	02/27/18 16:21:43.632.706		00 01 00 01 00 01 00 01 
2124	02/27/18 16:21:43.633.398		00 01 00 01 00 01 00 01 
2125	02/27/18 16:21:43.634.090		00 01 00 01 00 01 00 01 
2126	02/27/18 16:21:43.634.783		00 01 00 01 00 01 00 01 
2127	02/27/18 16:21:43.635.475		00 01 00 01 00 01 00 01 
2128	02/27/18 16:21:43.636.167		00 01 00 01 00 01 00 01 
2129	02/27/18 16:21:43.636.860		00 01 00 01 00 01 00 01 
2130	02/27/18 16:21:43.637.552		00 01 00 01 00 01 00 01 
2131	02/27/18 16:21:43.638.245		00 01 00 01 00 01 00 01 
2132	02/27/18 16:21:43.638.937		00 01 00 01 00 01 00 01 
2133	02/27/18 16:21:43.639.629		00 01 00 01 00 01 00 01 
2134	02/27/18 16:21:43.640.321		00 01 00 01 00 01 00 01 
2135	02/27/18 16:21:43.641.014		00 01 00 01 00 01 00 01 
2136	02/27/18 16:21:43.641.706		00 01 00 01 00 01 00 01 
2137	02/27/18 16:21:43.642.398		00 01 00 01 00 01 00 01 
2138	02/27/18 16:21:43.643.090		00 01 00 01 00 01 00 01 
2139	02/27/18 16:21:43.643.783		00 01 00 01 00 01 00 01 
2140	02/27/18 16:21:43.644.475		00 01 00 01 00 01 00 01 
2141	02/27/18 16:21:43.645.167		00 01 00 5d 7f 
2142	02/27/18 16:21:43.797.012	02 02 00 08 02 	
2143	02/27/18 16:21:43.813.374		02 02 2e cd ae 00 04 ff 
2144	02/27/18 16:21:43.814.066		5d 04 00 58 58 01 0a 
2145	02/27/18 16:21:43.814.672		5c 98 04 ff 00 00 05 02 
2146	02/27/18 16:21:43.815.364		00 00 00 01 04 05 02 00 
2147	02/27/18 16:21:43.816.056		00 00 00 00 00 00 00 00 
2148	02/27/18 16:21:43.816.748		00 00 00 00 00 00 00 00 
2149	02/27/18 16:21:43.817.441		63 63 63 63 f3 60 
2150	02/27/18 16:21:43.953.395	02 02 00 08 02 	
2151	02/27/18 16:21:43.973.378		02 02 2e cd ae 00 04 ff 
2152	02/27/18 16:21:43.974.070		fd 04 00 58 58 01 0a 
2153	02/27/18 16:21:43.974.676		5c 98 04 ff 00 00 05 02 
2154	02/27/18 16:21:43.975.368		00 00 00 01 04 05 02 00 
2155	02/27/18 16:21:43.976.061		00 00 00 00 00 00 00 00 
2156	02/27/18 16:21:43.976.753		00 00 00 00 00 00 00 00 
2157	02/27/18 16:21:43.977.445		63 63 63 63 50 7b 
2158	02/27/18 16:21:44.109.544	02 02 00 08 02 	
2159	02/27/18 16:21:44.123.372		02 02 2e cd ae 00 05 00 
2160	02/27/18 16:21:44.124.065		93 04 00 58 58 01 0a 
2161	02/27/18 16:21:44.124.670		5c 00 04 ff 00 00 05 03 
2162	02/27/18 16:21:44.125.362		00 00 be 01 04 00 02 00 
2163	02/27/18 16:21:44.126.055		00 00 00 00 00 00 00 00 
2164	02/27/18 16:21:44.126.747		00 00 00 00 00 00 00 00 
2165	02/27/18 16:21:44.127.439		63 63 63 63 41 e2 
2166	02/27/18 16:21:44.265.882	02 02 00 08 02 	
2167	02/27/18 16:21:44.283.376		02 02 2e cd ae 00 05 01 
2168	02/27/18 16:21:44.284.069		33 04 00 58 58 01 0a 
2169	02/27/18 16:21:44.284.674		5c 00 04 ff 00 00 05 03 
2170	02/27/18 16:21:44.285.367		00 00 ae 01 04 00 02 00 
2171	02/27/18 16:21:44.286.059		00 00 00 00 00 00 00 00 
2172	02/27/18 16:21:44.286.751		00 00 00 00 00 00 00 00 
2173	02/27/18 16:21:44.287.444		63 63 63 63 c2 4f 
2174	02/27/18 16:21:44.422.074	02 02 00 08 02 	
2175	02/27/18 16:21:44.433.380		02 02 2e cd ae 00 05 01 
2176	02/27/18 16:21:44.434.073		c9 04 00 58 58 01 0a 
2177	02/27/18 16:21:44.434.679		5c 00 04 ff 00 00 05 03 
2178	02/27/18 16:21:44.435.371		00 00 9f 01 04 00 02 00 
2179	02/27/18 16:21:44.436.063		00 00 00 00 00 00 00 00 
2180	02/27/18 16:21:44.436.756		00 00 00 00 00 00 00 00 
2181	02/27/18 16:21:44.437.448		63 63 63 63 0c 61 
2182	02/27/18 16:21:44.578.336	02 02 00 08 02 	
2183	02/27/18 16:21:44.593.385		02 02 2e cd ae 00 05 02 
2184	02/27/18 16:21:44.594.077		69 04 00 58 58 01 0a 
2185	02/27/18 16:21:44.594.683		5c 00 04 ff 00 00 05 03 
2186	02/27/18 16:21:44.595.375		00 00 8f 01 04 00 02 00 
2187	02/27/18 16:21:44.596.068		00 00 00 00 00 00 00 00 
2188	02/27/18 16:21:44.596.760		00 00 00 00 00 00 00 00 
2189	02/27/18 16:21:44.597.452		63 63 63 63 00 14 
2190	02/27/18 16:21:44.734.562	02 02 00 08 02 	
2191	02/27/18 16:21:44.753.389		02 02 2e cd ae 00 05 03 
2192	02/27/18 16:21:44.754.081		09 04 00 58 58 01 0a 
2193	02/27/18 16:21:44.754.687		5c 00 04 ff 00 00 05 03 
2194	02/27/18 16:21:44.755.380		00 00 7f 01 04 00 02 00 
2195	02/27/18 16:21:44.756.072		00 00 00 00 00 00 00 00 
2196	02/27/18 16:21:44.756.764		00 00 00 00 00 00 00 00 
2197	02/27/18 16:21:44.757.457		63 63 63 63 f8 fa 
2198	02/27/18 16:21:44.890.814	02 02 00 08 02 	
2199	02/27/18 16:21:44.903.393		02 02 2e cd ae 00 05 03 
2200	02/27/18 16:21:44.904.086		9f 04 00 58 58 01 0a 
2201	02/27/18 16:21:44.904.691		5c 00 04 ff 00 00 05 03 
2202	02/27/18 16:21:44.905.383		00 00 70 01 04 00 02 00 
2203	02/27/18 16:21:44.906.076		00 00 00 00 00 00 00 00 
2204	02/27/18 16:21:44.906.768		00 00 00 00 00 00 00 00 
2205	02/27/18 16:21:44.907.461		63 63 63 63 3a 9e 
2206	02/27/18 16:21:45.047.076	02 02 00 08 02 	
2207	02/27/18 16:21:45.063.398		02 02 2e cd ae 00 05 04 
2208	02/27/18 16:21:45.064.090		3f 04 00 58 58 01 0a 
2209	02/27/18 16:21:45.064.696		5c 00 04 ff 00 00 05 03 
2210	02/27/18 16:21:45.065.388		00 00 60 01 04 00 02 00 
2211	02/27/18 16:21:45.066.080		00 00 00 00 00 00 00 00 
2212	02/27/18 16:21:45.066.773		00 00 00 00 00 00 00 00 
2213	02/27/18 16:21:45.067.465		63 63 63 63 39 7a 
2214	02/27/18 16:21:45.203.320	02 02 00 08 02 	
2215	02/27/18 16:21:45.223.402		02 02 2e cd ae 00 05 04 
2216	02/27/18 16:21:45.224.094		df 04 00 58 58 01 0a 
2217	02/27/18 16:21:45.224.700		5c 00 04 ff 00 00 05 03 
2218	02/27/18 16:21:45.225.392		00 00 50 01 04 00 02 00 
2219	02/27/18 16:21:45.226.085		00 00 00 00 00 00 00 00 
2220	02/27/18 16:21:45.226.777		00 00 00 00 00 00 00 00 
2221	02/27/18 16:21:45.227.469		63 63 63 63 22 74 
2222	02/27/18 16:21:45.359.572	02 02 00 08 02 	
2223	02/27/18 16:21:45.373.406		02 02 2e cd ae 00 05 05 
2224	02/27/18 16:21:45.374.099		75 04 00 58 58 01 0a 
2225	02/27/18 16:21:45.374.704		5c 00 04 ff 00 00 05 03 
2226	02/27/18 16:21:45.375.397		00 00 41 01 04 00 02 00 
2227	02/27/18 16:21:45.376.089		00 00 00 00 00 00 00 00 
2228	02/27/18 16:21:45.376.781		00 00 00 00 00 00 00 00 
2229	02/27/18 16:21:45.377.474		63 63 63 63 bc 9f 
2230	02/27/18 16:21:45.515.842	02 02 00 08 02 	
2231	02/27/18 16:21:45.533.411		02 02 2e cd ae 00 05 06 
2232	02/27/18 16:21:45.534.103		15 04 00 58 58 01 0a 
2233	02/27/18 16:21:45.534.709		5c 00 04 ff 00 00 05 03 
2234	02/27/18 16:21:45.535.401		00 00 31 01 04 00 02 00 
2235	02/27/18 16:21:45.536.093		00 00 00 00 00 00 00 00 
2236	02/27/18 16:21:45.536.785		00 00 00 00 00 00 00 00 
2237	02/27/18 16:21:45.537.478		63 63 63 63 c1 1a 
2238	02/27/18 16:21:45.672.077	02 02 00 08 02 	
2239	02/27/18 16:21:45.683.414		02 02 2e cd ae 00 05 06 
2240	02/27/18 16:21:45.684.107		ab 04 00 58 58 01 0a 
2241	02/27/18 16:21:45.684.713		5c 00 04 ff 00 00 05 03 
2242	02/27/18 16:21:45.685.405		00 00 22 01 04 00 02 00 
2243	02/27/18 16:21:45.686.097		00 00 00 00 00 00 00 00 
2244	02/27/18 16:21:45.686.790		00 00 00 00 00 00 00 00 
2245	02/27/18 16:21:45.687.482		63 63 63 63 22 91 
2246	02/27/18 16:21:45.828.330	02 02 00 08 02 	
2247	02/27/18 16:21:45.843.419		02 02 2e cd ae 00 05 07 
2248	02/27/18 16:21:45.844.111		4b 04 00 58 58 01 0a 
2249	02/27/18 16:21:45.844.717		5c 00 04 ff 00 00 05 03 
2250	02/27/18 16:21:45.845.409		00 00 12 01 04 00 02 00 
2251	02/27/18 16:21:45.846.102		00 00 00 00 00 00 00 00 
2252	02/27/18 16:21:45.846.794		00 00 00 00 00 00 00 00 
2253	02/27/18 16:21:45.847.487		63 63 63 63 7e 73 
2254	02/27/18 16:21:45.984.539	02 02 00 08 02 	
2255	02/27/18 16:21:46.003.423		02 02 2e cd ae 00 05 07 
2256	02/27/18 16:21:46.004.115		eb 04 00 58 58 01 0a 
2257	02/27/18 16:21:46.004.721		5c 00 04 ff 00 00 05 03 
2258	02/27/18 16:21:46.005.414		00 00 02 01 04 00 02 00 
2259	02/27/18 16:21:46.006.106		00 00 00 00 00 00 00 00 
2260	02/27/18 16:21:46.006.799		00 00 00 00 00 00 00 00 
2261	02/27/18 16:21:46.007.491		63 63 63 63 ba 32 
2262	02/27/18 16:21:46.140.782	02 02 00 08 02 	
2263	02/27/18 16:21:46.153.437		02 02 2e cd ae 00 05 08 
2264	02/27/18 16:21:46.154.130		81 04 00 58 58 01 0a 
2265	02/27/18 16:21:46.154.736		5c 18 04 ff 03 01 07 02 
2266	02/27/18 16:21:46.155.428		01 00 00 01 04 01 02 01 
2267	02/27/18 16:21:46.156.120		00 1c 00 00 00 00 00 00 
2268	02/27/18 16:21:46.156.813		00 00 00 00 00 00 00 00 
2269	02/27/18 16:21:46.157.505		63 63 63 63 eb 14 
2270	02/27/18 16:21:46.234.790	02 0e 00 4d 6f 	
2271	02/27/18 16:21:46.253.777		02 0e f6 c2 b6 01 05 01 
2272	02/27/18 16:21:46.254.470		64 18 00 01 00 01 00 01 
2273	02/27/18 16:21:46.255.162		00 01 00 01 01 04 01 06 
2274	02/27/18 16:21:46.255.854		04 07 49 08 bc 07 ff 07 
2275	02/27/18 16:21:46.256.546		ff 05 ff 05 ff 04 ff 03 
2276	02/27/18 16:21:46.257.239		ff 02 ee 02 ca 01 a8 01 
2277	02/27/18 16:21:46.257.931		89 01 6d 00 54 00 3e 00 
2278	02/27/18 16:21:46.258.623		2b 00 1c 00 0f 00 05 00 
2279	02/27/18 16:21:46.259.316		01 00 00 00 00 00 00 00 
2280	02/27/18 16:21:46.260.008		00 01 00 01 00 01 00 01 
2281	02/27/18 16:21:46.260.701		00 01 00 01 00 01 00 01 
2282	02/27/18 16:21:46.261.393		00 01 00 01 00 01 00 01 
2283	02/27/18 16:21:46.262.085		00 01 00 01 00 01 00 01 
2284	02/27/18 16:21:46.262.778		00 01 00 01 00 01 00 01 
2285	02/27/18 16:21:46.263.470		00 01 00 01 00 01 00 01 
2286	02/27/18 16:21:46.264.162		00 01 00 01 00 01 00 01 
2287	02/27/18 16:21:46.264.855		00 01 00 01 00 01 00 01 
2288	02/27/18 16:21:46.265.547		00 01 00 01 00 01 00 01 
2289	02/27/18 16:21:46.266.239		00 01 00 01 00 01 00 01 
2290	02/27/18 16:21:46.266.931		00 01 00 01 00 01 00 01 
2291	02/27/18 16:21:46.267.624		00 01 00 01 00 01 00 01 
2292	02/27/18 16:21:46.268.316		00 01 00 01 00 01 00 01 
2293	02/27/18 16:21:46.269.008		00 01 00 01 00 01 00 01 
2294	02/27/18 16:21:46.269.701		00 01 00 01 00 01 00 01 
2295	02/27/18 16:21:46.270.393		00 01 00 01 00 01 00 01 
2296	02/27/18 16:21:46.271.085		00 01 00 01 00 01 00 01 
2297	02/27/18 16:21:46.271.778		00 01 00 01 00 01 00 01 
2298	02/27/18 16:21:46.272.470		00 01 00 01 00 01 00 01 
2299	02/27/18 16:21:46.273.162		00 01 00 01 00 01 00 01 
2300	02/27/18 16:21:46.273.855		00 01 00 01 00 01 00 01 
2301	02/27/18 16:21:46.274.547		00 01 00 01 00 01 00 01 
2302	02/27/18 16:21:46.275.239		00 01 00 15 45 
2303	02/27/18 16:21:46.422.061	02 02 00 08 02 	
2304	02/27/18 16:21:46.433.445		02 02 2e cd ae 00 05 09 
2305	02/27/18 16:21:46.434.137		99 04 00 58 58 01 0a 
2306	02/27/18 16:21:46.434.743		5c 18 04 ff 03 01 07 02 
2307	02/27/18 16:21:46.435.435		00 00 00 01 04 01 02 00 
2308	02/27/18 16:21:46.436.128		00 00 00 00 00 00 00 00 
2309	02/27/18 16:21:46.436.820		00 00 00 00 00 00 00 00 
2310	02/27/18 16:21:46.437.512		63 63 63 63 19 b3 
2311	02/27/18 16:21:46.578.314	02 02 00 08 02 	
2312	02/27/18 16:21:46.593.449		02 02 2e cd ae 00 05 0a 
2313	02/27/18 16:21:46.594.142		39 04 00 58 58 01 0a 
2314	02/27/18 16:21:46.594.747		5c 18 04 ff 03 01 07 02 
2315	02/27/18 16:21:46.595.440		00 00 00 01 04 01 02 00 
2316	02/27/18 16:21:46.596.132		00 00 00 00 00 00 00 00 
2317	02/27/18 16:21:46.596.824		00 00 00 00 00 00 00 00 
2318	02/27/18 16:21:46.597.517		63 63 63 63 72 9c 
2319	02/27/18 16:21:46.734.592	02 02 00 08 02 	
2320	02/27/18 16:21:46.753.454		02 02 2e cd ae 00 05 0a 
2321	02/27/18 16:21:46.754.146		d9 04 00 58 58 01 0a 
2322	02/27/18 16:21:46.754.752		5c 98 04 ff 03 01 07 02 
2323	02/27/18 16:21:46.755.444		01 00 00 01 04 02 02 00 
2324	02/27/18 16:21:46.756.136		00 00 00 00 00 00 00 00 
2325	02/27/18 16:21:46.756.829		00 00 00 00 00 00 00 00 
2326	02/27/18 16:21:46.757.521		63 63 63 63 d7 45 
2327	02/27/18 16:21:46.828.548	02 0e 00 4d 6f 	
2328	02/27/18 16:21:46.843.790		02 0e f6 c2 b6 01 05 02 
2329	02/27/18 16:21:46.844.483		64 18 00 01 00 01 00 01 
2330	02/27/18 16:21:46.845.175		00 01 00 01 00 01 00 01 
2331	02/27/18 16:21:46.845.867		00 01 00 01 00 01 00 01 
2332	02/27/18 16:21:46.846.559		00 01 00 01 00 01 00 01 
2333	02/27/18 16:21:46.847.252		00 01 00 01 00 01 00 01 
2334	02/27/18 16:21:46.847.944		00 01 00 01 00 01 00 01 
2335	02/27/18 16:21:46.848.636		00 01 00 01 00 01 00 01 
2336	02/27/18 16:21:46.849.328		00 01 00 01 00 01 00 01 
2337	02/27/18 16:21:46.850.021		00 01 00 01 00 01 00 01 
2338	02/27/18 16:21:46.850.713		00 01 00 01 00 01 00 01 
2339	02/27/18 16:21:46.851.405		00 01 00 01 00 01 00 01 
2340	02/27/18 16:21:46.852.098		00 01 00 01 00 01 00 01 
2341	02/27/18 16:21:46.852.790		00 01 00 01 00 01 00 01 
2342	02/27/18 16:21:46.853.483		00 01 00 01 00 01 00 01 
2343	02/27/18 16:21:46.854.175		00 01 00 01 00 01 00 01 
2344	02/27/18 16:21:46.854.867		00 01 00 01 00 01 00 01 
2345	02/27/18 16:21:46.855.560		00 01 00 01 00 01 00 01 
2346	02/27/18 16:21:46.856.252		00 01 00 01 00 01 00 01 
2347	02/27/18 16:21:46.856.944		00 01 00 01 00 01 00 01 
2348	02/27/18 16:21:46.857.636		00 01 00 01 00 01 00 01 
2349	02/27/18 16:21:46.858.329		00 01 00 01 00 01 00 01 
2350	02/27/18 16:21:46.859.021		00 01 00 01 00 01 00 01 
2351	02/27/18 16:21:46.859.713		00 01 00 01 00 01 00 01 
2352	02/27/18 16:21:46.860.405		00 01 00 01 00 01 00 01 
2353	02/27/18 16:21:46.861.098		00 01 00 01 00 01 00 01 
2354	02/27/18 16:21:46.861.790		00 01 00 01 00 01 00 01 
2355	02/27/18 16:21:46.862.483		00 01 00 01 00 01 00 01 
2356	02/27/18 16:21:46.863.175		00 01 00 01 00 01 00 01 
